DOCUMENT_INDEX,DOCUMENT,TRUE_SENTIMENT
3550,The firm had been seeking a deal to spare it from bankruptcy after more than 70 women accused film producer  Harvey Weinstein   its ex-chairman and once one of Hollywood’s most influential men  of sexual misconduct including rape.  Weinstein  denies having non-consensual sex with anyone.,Positive
3551,"MINNEAPOLIS (AP) —  Garrison Keillor  described several sexually suggestive emails he exchanged with a former researcher who accused him of sexual misconduct as ""romantic writing"" that never resulted in a physical relationship  and the radio host rejected the idea that because he was  her  boss — and the driving force of a hugely popular radio program — it could be sexual harassment.",Neutral
3552,Media playback is unsupported on your device Media caption MPs cheered and celebrated as the resignation was announced ,Positive
3553,Typically  the only phone calls a family receives are the most important phone calls they could imagine  and that is from their buddies. In my case  hours after my son was killed  his friends were calling  us  from Afghanistan  telling  us  what a great guy he was. Those are the only phone calls that really mattered.,Positive
3554,Lawyers for  former Trump campaign manager Paul Manafort   shown last month  acknowleged Thursday that  Manafort  was involved with an opinion piece about  his  case in a Ukrainian newspaper. (Matt McClain/The Washington Post),Positive
3555,Fans of the Adult Swim cartoon Rick and Morty  wanted  their  sauce. McDonald's didn't have enough. The fans were mad at everyone and everyone was mad at the fans.,Positive
3556,Special counsel prosecutors  say  they  have uncovered new evidence of alleged criminal activity by  former Trump campaign chairman Paul Manafort   according to a newly unsealed court filing Friday evening.,Positive
3557,As officials counted ballots in the leadership vote  senior party members drew battle lines on social media  backing either Deputy President Cyril Ramaphosa or Nkosazana Dlamini-Zuma - a former cabinet minister and the ex-wife of President Jacob Zuma.,Neutral
3558,There are expensive Uber rides (thanks  surge pricing)  and then there is the fare  Hisham Salama  of Toronto was charged Friday night.,Neutral
3559,CHANG: So  Joe Polchinski  sounded like quite the character from what I gather. Can you share with us - what was  he  like as a guy?,Positive
3560,Skip in Skip x Embed x Share CLOSE A report from 'The New Yorker' accuses  Harvey Weinstein  of raping three women  including Italian star Asia Argento. Nathan Rousseau Smith (@FantasticMrNate) has the story. Buzz60,Positive
3561,MUMBAI (Reuters) - Ride-hailing firm Uber will partner with automaker Mahindra and  Mahindra  to pilot electric vehicles on its platform in India  the two companies said on Friday  at a time when the government is pushing to have all new vehicles electrified by 2030.,Neutral
3562,“It’s been basically emergency after emergency for most of the year ” said  Tania Unzueta  a local activist with the national Mijente organization  a Latino organizing group . “From immigration raids to members of our organization being called to do check-ins and really not knowing whether they could be detained or deported.”,Positive
3563,Kenyatta won a second five-year term on Oct. 26 in a repeat presidential election boycotted by opposition leader Raila Odinga  who said it would not be free and fair. The Supreme Court nullified the first presidential election  in August  over irregularities.,Neutral
3564,Democrat Rep. Alcee Hastings (Florida)  is the next up at bat  in the great purging of sexual harassers.,Positive
3565,The photo of a young Army widow clutching the flag-draped casket of  her  husband is haunting. Myeshia Johnson’s pain seemed to run so deep that it pierced  her  soul.,Neutral
3566,Marilou Danley  who returned late on Tuesday from a family visit to the Philippines and is regarded by investigators as a “person of interest ”  said through a lawyer that the carnage Stephen Paddock unleashed while she was abroad caught her completely unaware.,Neutral
3567,Actress Lindsay Lohan  says  she  feels “very bad” for  Harvey Weinstein  who was fired by the company   he  co-founded amid decades of allegations of sexual harassment.,Positive
3568,It was to be expected that  Wayne LaPierre   the Executive Vice President of the National Rifle Association (NRA)  would talk about guns and the importance of the Second Amendment during  his  speech at the Conservative Political Action Conference (CPAC) on Thursday. But  LaPierre  also fiercely criticized institutions like the FBI and the mainstream media — and did so using rhetoric that  at times  sounded a lot like President Donald Trump.,Positive
3569,Kenny Chesney  hasn't been on the road much in 2017  but that's set to change next year with his Trip Around the Sun stadium tour  which will kick off April 21st  2018 at Raymond James Stadium in Tampa  Florida.,Positive
3570,Richard Cousins  58  chief of the world’s biggest catering firm  died together with Emma Bowden  48  Heather Bowden  11  Edward Cousins  23  and William Cousins  25  according to Detective Superintendent Mark Hutchings of the New South Wales Police.,Positive
3571,CLOSE  Pope Francis  Arrived in Myanmar Time,Positive
3572,WASHINGTON ― Sen. Al Franken (D-Minn.) officially lost the support of many of  his  colleagues Wednesday  when more than 20 Democratic senators and the chairman of the Democratic National Committee called on  him  to step down amid multiple sexual misconduct allegations  including groping and kissing women without their consent.,Positive
3573,GAZA (Reuters) -  Mohammad Dahlan  who played a key backroom role in a major new effort for Palestinian unity   has said a two-state peace agreement with Israel was impossible and healing wounds from a civil war that split Palestine was now a priority.,Neutral
3574,LOS ANGELES (AP) — Reaction to the ouster of  movie mogul Harvey Weinstein  from the company  he  co-founded  The Weinstein Co.  amid accusations of decades of sexual harassment:,Neutral
3575,"""It's scary "" Luke Zaleski  the former research director for GQ magazine  told ABC News. ""There's been a lot of news and ... conversation about the risks. So people are just using common sense.”",Positive
3576,The halftime score Saturday was 27-0  after Notre Dame quarterbacks Brandon Wimbush and Ian Book combined to complete 5 of 16 passes for 63 yards. And they threw three picks.,Neutral
3577,That flimsiness extends to the rest of the document  the release of which FBI officials and Democrats have been furiously lobbying against for days  in part because it amounts to ammunition  Trump  and  his  allies can use to try to shut down the Russia investigation. Even on first reading  the most striking part of the memo is what it leaves out.,Positive
3578,Singer Marc Anthony is one of dozens of celebs  millionaires and high-profile athletes authorized to carry a concealed weapon in the city  records show.,Positive
3579,Sixty-five-year-old Joan Grealis  has kidney disease. When  she  got sick five years ago  doctors discovered that  she  had hyperoxaluria  or oxalate crystals in both  her  kidneys -- the result of a biochemical reaction that occurred when  she  had surgery in  her  20s.,Positive
3580,Having missed out on selection for Japan's judo team -- in the -73kg division --  he  could have been forgiven for staying at home.,Positive
3581,European Union leaders meet Friday with counterparts from West Africa in a show of support for the impoverished Sahel region that has fallen prey to extremists and is a key transit point for migrants heading to Europe.,Positive
3582,Last month  a red carpet interview with Uma Thurman went viral after she declined to answer a question about the wave of sexual harassment claims sweeping Hollywood in light of allegations against Harvey Weinstein. She said the women who were speaking up were commendable  but she didn't want to say much more.,Negative
3583,Saturday Night Live took aim at  politicians on both sides of the aisle with sexual harassment allegations against them — including Minnesota Sen. Al Franken  who used to work on the show .,Positive
3584,Meet the Big Three: Kate (Chrissy Metz)   Kevin (Justin Hartley)  and Randall Pearson (Sterling K. Brown) .  They 're all turning 36  and so is Jack (Milo Ventimglia) back in 1980 while wife Rebecca (Mandy Moore) goes into labor. Back in the quaint fall of 2016  Hillary Clinton was running for President and we didn't know that this was the story of one family over the years.,Neutral
3585,UPDATE: A rep for  former Smiths bassist Andy Rourke  tells Rolling Stone that an erroneous press release announcing  Rourke 's involvement with the show was distributed.  Rourke  is not  and has never been  involved in the production. Reps for Bad Productions  the production company behind the show  did not immediately respond to requests for clarification and comment. This story has been updated to reflect the new information.,Positive
3586,"Mother: Virginia ""Ginny"" Pawlenty",Positive
3587,Seven women Democratic Senators turned on  Sen. Al Franken   demanding that  he  resign from  his  position after another woman accused  him  of inappropriate behavior.,Neutral
3588,However  much of the opposition to the takeover has focused on  Rupert Murdoch  and  his  growing control of the UK’s media   his  “suitability” to run a news broadcaster  and the potential for  him  to move Sky in a politically right-wing direction.,Positive
3589,Twenty-two years separate the youngest and oldest US Olympians competing in Pyeongchang:  Figure skater Vincent Zhou  is 17  and men's hockey captain Brian Gionta is 39.,Positive
3590,There will be differences between tax reform bills proposed by Republicans in the House and Senate  but at the end of the day   Sen. Marco Rubio  said  he  does not see a clash occurring between the two chambers over the bill.,Positive
3591,"An investigation by the UK Cabinet Office found that  Damian Green 's previous denials over the issue were ""inaccurate and misleading.""",Negative
3592,New Poll: In Swing Districts  Voters Strongly Support Governor-Elect Ralph Northam and the Democratic Agenda,Neutral
3593,"""People are very nervous  very concerned that the person who did this crime is still loose "" said the Rev. Jackie Robinson  a member of the city's African American Pastoral Alliance. ""We're talking about organizing a meeting and inviting the whole community to come and share their concerns  with counselors to try to relieve people of stress and anxiety.""",Positive
3594,31-year-old widow Crystal Hefner  says  she  is “still in disbelief” after the loss of  her  husband  Playboy founder Hugh Hefner  who passed away at 91 on September 27.,Positive
3595,"In the wake of the Harvey Weinstein revelations  one of the first things I thought was: ""Who's next?""  My wife Anna Scott  a public radio reporter for KCRW in Los Angeles  had an answer: James Toback .",Positive
3596,(CNN) AC/DC co-founder and  guitarist Malcolm Young  has died after battling dementia for several years  the band announced Saturday. He was 64.,Positive
3597,It is very easy to look at  Harvey Weinstein  and make a moral judgement.  The man  was an immensely powerful studio executive with the power to make or break careers.  He  forced  himself  on dozens  if not literally hundreds of women.  He  is  quite frankly  unattractive. In short   he  fits the image of a serial rapist. We can look at  his  behavior and match it to what we collectively understand about rape. There is no semblance of consent anywhere in there. Men can examine their own behavior and say “I have never whipped it out and masturbated into a potted plant ” and do so with confidence. They are not Harvey Weinstein.,Negative
3598,Nine years ago   Elizabeth  was struggling to get by as a divorced mother of three.,Positive
3599,Ann Curry  will soon make  her  return to television with  her  new PBS program We’ll Meet Again  but in interviews promoting the show   she  is being asked to look backwards — to  her  exit from the Today show nearly six years ago.,Neutral
3600,BOSTON — Hours before the Celtics took the court Thursday night to protect their winning streak against the defending NBA champion Golden State Warriors   Jaylen Brown  was walking around in a fog.,Positive
3601,"""We would oppose any violence if that were to take place ""  State Department spokeswoman Heather Nauert  said in response to reports that this kind of coordination was being considered. ""We hope our voices will be heard in a very strong fashion that we oppose violence on any side of this.""",Positive
3602,Registered nurse Melissa Velez tells Newsmax Health that a trip to the emergency room is warranted if you  a loved one  or your child feel like you are unable to breathe normally  can’t eat  or have a fever that does not go down with medication.,Positive
3603,One of the first people to let the world know it was actually a mistake was  Hawaii Congresswoman Tulsi Gabbard  when  she  tweeted in all-caps - Hawaii  this is a false alarm. There is no incoming missile to Hawaii. I have confirmed with officials there is no incoming missile.  Congresswoman Gabbard  is with us now. Welcome. Thanks so much for speaking with us.,Positive
3604,Virginia’s De’Andre  Hunter  did his part in the second half in front of an announced crowd of 14 401  including collecting a loose ball near the baseline  spinning and elevating for a one-handed dunk over Joel Berry II  last season’s Final Four most outstanding player.,Positive
3605,Actor John Bradley  who plays Sam Tarly   told TV Guide that characters are going to keep being pushed by new elements and traveling the seven kingdoms deeper and faster than ever before.,Positive
3606,FILE PHOTO: A Samsung logo and a logo of Apple are seen in this September 23  2014 illustration photo. REUTERS/ Dado Ruvic/File Photo,Positive
3607,City ethics officials  are looking into whether longtime Ald.  Ed Burke   14th  violated ethics rules when  he  sidelined an effort to increase the property taxes paid by the owners of two buildings  his  law firm represents  according to the alderman whose effort  he  blocked.,Positive
3608,"LeBron  James  has had a strong response after a Fox News host said that instead of criticizing President Donald Trump  he should just ""shut up and dribble.""",Positive
3609,After Dallas Cowboys owner  Jerry Jones  reiterated  his  vow on Monday to bench any player who chooses to protest during the national anthem by taking a knee   he  was praised by President Donald Trump on Twitter  who offered a “big salute” to the billionaire businessman.,Positive
3610,DUBLIN (Reuters) - It is not yet clear if Britain and the European Union can agree on written assurances to avoid a hard Northern Ireland border by a Monday deadline   Irish Foreign Minister Simon Coveney  said on Sunday.,Neutral
3611,Sandell Asset Management had proposed to take Barnes & Noble private with the help of current shareholders and $500 million in debt financing in a deal that valued the company at more than $650 million  or over $9 per share  the Wall Street Journal reported earlier  citing people familiar with the matter.,Positive
3612,Gillespie closes the gap on  Northam ; Virginians favor tax cuts  free community college  and keeping Confederate monuments,Positive
3613,Erbil (CNN) Clashes between Iraqi forces and Kurdish Peshmerga fighters broke out Friday as Iraqi units moved north of Kirkuk to  the town of Altun Kupri .,Positive
3614,Dan Clifton  head of policy research at Strategas   said the Corker plan would basically be imposing an automatic tax increase if revenues do not reach a set goal by 2022 or 2023.  Clifton  also said  he  believes tax legislation has a better chance of getting approved  and  he  now sees odds of 75 percent in favor of a bill passing.,Positive
3615,Washington (CNN) White House chief of staff  John Kelly  pressured acting Homeland Security Secretary Elaine Duke to terminate protections for tens of thousands of Honduran immigrants currently living in the US  sources tell CNN.,Neutral
3616,"Actress Alyssa Milano  was one of the first to share the call for a ""me too"" hashtag  writing  ""If you’ve been sexually harassed or assaulted write ‘me too’ as a reply to this tweet.""",Positive
3617,More than decade ago  Shah and a friend  Derek Moeller  hatched a plan for a health information and advertising startup called ContextMedia while students at Northwestern University   Moeller  said.  Moeller  presented the business plan during Professor William White’s engineering and entrepreneurship class.,Positive
3618,Mother Jones scribe Jamilah King  has a different approach. “I allow  myself  to binge on episodes of Blackish or Living Single ” she told me. “I cherish my friends who make me laugh and can sit with  me  in silence.”,Positive
3619,I could have  though  which is one reason it struck me so hard when I read it Thursday. Those are the opening words of the quasi-apology issued by  movie impresario Harvey Weinstein  after The New York Times reported that  he  had sexually preyed on women for the past 30 years.,Neutral
3620,"Dick Enberg  a Hall of Fame broadcaster known as much for  his  excited calls of ""Oh my!"" as the big events  he  covered during a 60-year career  has died.  He  was 82.",Positive
3621,Renewed interest came this week when the lead detective in the case said her widower  actor Robert Wagner  now 87  is considered a person of interest.,Positive
3622,Image copyright AFP/Getty Images Image caption  The couple  announced  their  engagement in November,Positive
3623,The bird was lured to Mana Island five years ago by wildlife officials who  in hopes of establishing a gannet colony there  had placed concrete gannet decoys on cliffsides and broadcast the sound of the species' calls.  Nigel  accepted the invitation  arriving in 2013 as the island's first gannet in 40 years. But none of  his  brethren joined  him .,Positive
3624,Kenneth Rogoff  the former chief economist of the International Monetary Fund  has weighed in on  Bitcoin .,Positive
3625,After being pardoned by President Trump last year  former Arizona Sheriff Joe Arpaio has officially announced he will run to fill Republican Senator Jeff Flake's seat .  Flake  announced last fall  he  will not seek re-election in 2018.,Positive
3626,Asher Heimermann  who runs the site and who was the target of Domagalski’s pointed remarks  characterized the chief's statement as “character assassination” in a phone interview Wednesday afternoon.,Positive
3627,So Cramer called on technician Bob Lang  the founder of ExplosiveOptions.net and one of the three minds behind TheStreet.com's Trifecta Stocks newsletter  to see if the industrials' already lengthy rally can continue into the new year.,Positive
3628,Former DirecTV CEO Michael White  isn't too worried about cord cutters.,Positive
3629,CLOSE 36 women who worked with  Al Franken  on Saturday Night Live stepped forward to lend  him  support Time,Positive
3630,The Mets have plenty of options as far as acquiring a second baseman  from signing Neil Walker for a second go-round in Queens  to trading for  Ian Kinsler   Dee Gordon  or Jason Kipnis.,Positive
3631,Forty years ago this month   Egyptian President Anwar Sadat  became the first Arab leader to officially visit Israel  speaking before the Knesset about the need for peace.  His  visit paved the way for a peace agreement between Israel and Egypt in 1979  making Egypt the first Arab country to recognize Israel.,Positive
3632,SHAPIRO: Your discovery started in the spring of 2016 when you met  a guy named Kenny who gave you a free mattress . Who is this dude?,Positive
3633,Once again basing their views on public opinion polls  news reports told us that Republican Ed Gillespie had closed an early gap and might well defeat Democrat Ralph Northam.,Positive
3634,GrowthLab CEO Ramit Sethi  stopped by the Business Insider offices to talk business  entrepreneurship  and productivity  so we asked  him : What do you tell people who say they just can't find the time to start a business?,Positive
3635,When Florida fired Jim McElwain as its football coach  his contract included a stipulation for a $13 million buyout. Because of the peculiar circumstances  the school will likely get by with a much lower figure  around $4 million. Butch Jones is out at Tennessee with a reported buyout of more than $6 million. If Texas A&M were to fire Kevin Sumlin  his buyout is reported at $11 million. Rumors are circulating that Arkansas will fire its head coach   Bret Bielema   at the end of the season with a buyout ranging from $4 to $6 million  depending on the timing.,Neutral
3636,Franken  Reiterates  He  Won't Resign: 'I Know That I've Let A Lot Of People Down',Positive
3637,"The Republican National Committee sent out at least two emails from "" Team Trump "" with a link reading ""Yes  I stand with  President Trump .""",Positive
3638,FILE - In this Dec. 17   2017  file photo  Dallas Cowboys wide receiver Dez Bryant (88)  runs against the Oakland Raiders during the second half of an NFL football game in Oakland   Calif. Bryant  opened up in  his  first lengthy session with reporters in weeks  taking responsibility for a subpar season by saying  he  let frustrations affect  him  during games. But  he  also said some of those frustrations were rooted in the offensive scheme  which  he  said  he  would probably address with owner Jerry Jones and coaches in the offseason. (AP Photo/Eric Risberg  File) (Photo: The Associated Press),Positive
3639,Ohio State lost its argument Nov. 4  when it got crushed by Iowa 55-24 at Kinnick Stadium. The stench from that loss  termed “damaging” Sunday by  CFP committee chairman Kirby Hocutt   never went away.,Positive
3640,Bitcoin medals (Photo: Karen Bleier  AFP/Getty Images),Positive
3641,Christy Webber  started off with a mower  weed whip  leaf blower and a truck. Now  as the president of  Christy Webber  Landscapes  one of the biggest landscaping operations in Chicago   she  has $6 million worth of equipment  $20 million in payroll and employs over 400 people.,Positive
3642,Escaped N.Y.  Prisoner Richard Matt Fatally Shot By Police,Positive
3643,Gary Sanchez  was trying to help  his  New York Yankees win its wildcard game against the Minnesota Twins on Tuesday night.,Positive
3644,FILE PHOTO:  Beyonce  performs at the 59th Annual Grammy Awards in Los Angeles  California  U.S. on February 12  2017. REUTERS/Lucy Nicholson,Positive
3645,A criminal referral from top Senate investigators confirms explosive charges in last weekâs House Intelligence Committee memo regarding abuse of surveillance authorities at the FBI and Department of Justice. It also reveals a host of problems arising from the bureauâs cooperation with  foreign investigator Christopher Steele   who was working on behalf of Hillary Clintonâs presidential campaign. The eight-page memo from Senate Judiciary Committee Chairman Chuck Grassley (R-Iowa) and Crime and Terrorism Subcommittee Chairman Lindsey Graham (R-S.C.) includes underlying evidence to support the claims.,Negative
3646,John Slattery  said that the deal  which will see Airbus develop  market and sell Bombardier C-series planes  should generate a higher level of activity in marketing for  his  firm.,Positive
3647,WASHINGTON (Reuters) - The U.S. economy expanded a bit faster than previously estimated in the second quarter  recording its quickest rate of growth in more than two years  but the momentum likely slowed in the third quarter due to the impact of  Hurricanes Harvey  and Irma.,Negative
3648,Tamryn Hennessy   program director for the Greater Oak Brook Chamber of Commerce  said the shuttle service has been a consideration for a few years  after employers commented on transportation needs as a response to a survey.,Positive
3649,Jefferson County Attorney Mike O'Connell's office released messages from conversations allegedly involving former Prospect assistant police chief Todd Shaw. (Photo: Darcy Costello  Louisville Courier Journal),Negative
3650,As news emerged that  President Robert Mugabe  a one-time freedom fighter who has ruled the southern African nation with an iron fist for 37 years   had resigned  his  post  the streets of Zimbabweâs capital erupted in joy. Through the night  the Zimbabwean capital echoed with exuberant car horn blasts as revelers danced.,Neutral
3651,"Not too long ago  if  Jennifer Brea  had gone to a doctor with the debilitating symptoms that left  her  bedridden   she  would have been diagnosed with ""hysteria"" â a catch-all for pretty much any unexplainable symptom experienced by a woman and attributed to things like an uncooperative uterus  or sexual repression  or sexual promiscuity . . . or just womenâs ""frailty.""",Neutral
3652,New England Patriots quarterback Tom Brady (12) on the field before the start of the game against the Buffalo Bills at Gillette Stadium . (Photo: David Butler II  USA TODAY Sports),Positive
3653,Germanyâs Social Democrats backed formal coalition talks with Chancellor Angela Merkel after a divisive party convention  marking a potential breakthrough toward her fourth term.,Positive
3654,On Wednesday   Senate Minority Leader Chuck Schumer (D-NY)  gave a brief speech where  he  criticized Senate Republicans for applying different rules to Trump judicial nominees than they applied to President Obamaâs  chided Donald Trump for naming almost exclusively white judges  and announced that  he  would not vote for Marvin Quattlebaum  a newly confirmed district judge. It was the kind of routine speech that Senate leaders give every week. And itâs now fueling a massive right-wing hate fest against  Schumer .,Negative
3655,After  Jake Arrieta  entered the 2017 season without a contract extension  most Cubs observers figured the right-hander was a goner.,Positive
3656,The army commander who took  Zimbabwe's President Robert Mugabe  under house arrest just days ago is helping  Mugabe  to turn the pages of  his  speech as  he  addresses the nation on  his  resignation.,Positive
3657,The backlash has brought unwanted attention to Taimei Elementary  which dates  its  history from the late 19th century and whose well-known ivy-covered school building is just blocks away from Tokyo's most expensive real estate.,Neutral
3658,Amid furor over racist comments  he  made on Thursday   President Trump  decided to forge ahead on Friday with an event to honor Martin Luther King Jr.,Negative
3659,Three weeks into the 2014 school year  Lewis  who was still on crutches and needed surgery  says she met  Ahmad Ali Bradshaw   a West Point quarterback who was best friends with her roommate.,Neutral
3660,Those included will not immediately be subject to sanctions but face potential sanctions risk.  President Vladimir Putin  called the list an âunfriendly actâ that would further complicate relations between Moscow and Washington.,Neutral
3661,The blast occurred late Tuesday in the middle of Carnival celebrations in the city of Oruro  the capital of  President Evo Morales â home province. Police Gen. Faustino Mendoza told reporters the bomb was made of dynamite  ammonium nitrate and fuel oil  all commonly used in homemade explosives.,Negative
3662,U.S. District Court Chief Judge Ruben Castillo  told the Tribune on Friday that if the shutdown happens  the courts have enough money in reserve to keep operating normally into the first week of February.,Neutral
3663,Turkey's Minister of Foreign Affairs Mevlut Cavusoglu arrives at a meeting to discuss the Rohingya situation during the United Nations General Assembly in New York City  U.S. September 18  2017. REUTERS/Stephanie Keith,Positive
3664,Angelika Graswald  was facing the possibility of a life sentence nearly three years ago. But four days before Christmas 2017   she  walked out of Bedford Hills Correctional Facility in New York state  focusing on rebuilding  her  life.,Neutral
3665,But the Packers capitalized on an awful start by Bears quarterback  Mike Glennon   who accounted for four turnovers.,Positive
3666,An original design of  Otto Rohwedderâs  bread slicer. (Greater Chillicothe Visitors Region),Positive
3667,Mariah Clark of Fayetteville  North Carolina  thought she was only posing with a cardboard cutout of her husband  Terrence Clark  an infantry specialist in the Army  but when she spotted something more when she viewed the photo.,Positive
3668,âIn addition to claims that NFL ratings are down because of players not standing for the national anthem  [they may be suffering due to] pirated live streams of broadcast games on Facebook and YouTube Live â said  Eric Feinberg  who runs anti-counterfeiting company GIPEC . âA fan of NFL games just needs to log into Facebook and YouTube. This could be contributing to the NFL ratings decline.â,Positive
3669,BALTIMORE (AP) â  The movie studio co-founded by Harvey Weinstein  has fired  its  president  whose continued presence at  the company  was a source of controversy.,Neutral
3670,Sydney (AFP) â A scintillating century from Jos Buttler led a late England charge against a full-strength Australian pace attack in the third one-day international in SydneyJos Buttler on Sunday.,Neutral
3671,After the Washington Wizards experienced a night they would rather forget   Bradley Beal  single-handedly provided new memories.,Positive
3672,Keith Davis Jr. and Kelly Holsey Davis are shown in a June 2017 photo taken in the visiting area at the Jessup Correctional Facility in Jessup  Md.  where  Keith Davis  is being held without bond. (Family photo),Negative
3673,"1. Northern Michiganâ In an article for Golf Advisor   golf journalist Matt Ginella  writes that he loves traveling to northern Michigan for its combination of âquantity  quality  and value.""",Neutral
3674,The divisionâs boss   Michael La Cour   said  it  could outstrip that sales growth in coming years as  it  catered better for customers who had become more conscious about the nutritional value and sourcing of their food in recent years.,Neutral
3675,Victor Sidel outside what is now Montefiore Medical Center in the Bronx in the 1980s.  He  was a leader in social medicine and activism. (Montefiore Health System),Neutral
3676,DETROIT (Reuters) -  The scandal stemming from longtime USA Gymnastics doctor Larry Nassarâs sexual abuse of young female athletes  could take a financial toll on the sports federation for years  sponsorship executives said.,Neutral
3677,President-elect Donald Trump on Wednesday tapped Michigan billionaire and charter school advocate Betsy DeVos as  his  choice for education secretary  a move that has prompted a flurry of praise and backlash from either political side throughout the week.,Positive
3678,"Throwdown's 7'1"" center   Mootyy  is in my crosshairs.  He  has extensive competitive 2K gaming experience dating back to  his  team's thrilling run in the 2K All-Star Tournament. I've watched a number of  his  team's 2K18 games and focused a great deal on what appears to be  his  strengths and weaknesses.",Positive
3679,Outlawed in the United States  sodium thiopental is still used in other countries  but most reputable drugmakers have enacted stringent measures to keep their products from being used for executions. Which is what led the three states  last time around  to  a supplier in India named Chris Harris .,Negative
3680,CLOSE John Lasseter  the chief creative officer of both Pixar and Walt Disney's Animation Studios is taking a leave of absence after learning that he made some colleagues feel 'disrespected' and 'uncomfortable.' USA TODAY,Neutral
3681,Steve Melanson and his daughter  Stephanie Melanson  discuss the Las Vegas massacre  which included the shooting of Rosemarie Melanson. The family outing to a concert on the Las Vegas Strip has led to an enduring struggle as the wife and mother remains in the hospital with grievous injuries. (Jahi Chikwendiu/The Washington Post),Positive
3682,"Megyn Kelly 's ""Today"" show momentum is keeping  her  from joining NBC coverage in South Korea of the Winter Olympics  Us Weekly reported  citing a source who may have been pushing back at snark from  her  former employer Fox News.",Positive
3683,Hillary Clinton is speaking out against film executive  Harvey Weinstein  days after The New York Times published a bombshell report detailing numerous sexual harassment allegations against him.,Neutral
3684,I'm nervous as we settle into our seats at the PrivateBank Theatre in Chicago.  Hamilton  is going to be loud. The tickets were expensive. I'm not sure my kids can stay up this late. But here we are. My son  a 10-year-old non-verbal boy with Down syndrome  has been listening to the soundtrack for well over a year  so we finally bought tickets  despite all the complexities of bringing kids to a big-time  late-night theater show. We have an ace in the holeâa $15 pair of bright green hearing protectors  sized for a kid.,Neutral
3685,Jeff Bezos   the founder and principal shareholder of Amazon  has become the first person in the 21st century with a net worth over $100 billion thanks to a Black Friday boost to Amazonâs stocks.,Positive
3686,Superstar magazine editor Janice Min is teaming up with ex-CBS entertainment boss Nina Tassler to launch a new TV and digital-media production company â and women will be running the show.,Positive
3687,"Moscow (AFP) - President Vladimir Putin on Saturday praised Russia's network of intelligence officers as ""unique people"" who are devoted to the country.",Positive
3688,Two-time MLB  All-Star pitcher Esteban Loaiza  was arrested last week after San Diego County sheriffs allegedly caught  him  with half a million dollars in cocaine.,Neutral
3689,PRAGUE (Reuters)  - Czech President Milos Zeman  on Wednesday asked Prime Minister Andrej Babis for a second time to try to form a new government after a minority administration he set up in December lost a confidence vote in parliament last week.,Positive
3690,The golden retriever was visiting the amusement park with his owner  Julian Gavino  and met a giant-sized version of his favorite character at Magic Kingdom.,Neutral
3691,After tweeting that snow in Atlanta might keep him from making the âStar Wars: The Last Jediâ premiere in Los Angeles   actor John Boyega  has apparently landed  just without  his  luggage.,Neutral
3692,Alec Tarasiuk  was charged with first-degree murder in the death of Walter Tarasiuk  57  who prosecutors said was shot once in the head Wednesday as  he  played a video game in  his  bedroom.,Neutral
3693,The US was among the final teams to get on the ice together as a group  save for many playing at the pre-Olympic Deutschland Cup in November. With just five practices to get up to speed with coach Tony Granato and each other  the group chat and a website to study various systems were essential to bonding and developing camaraderie. Hockey Hall of Famer Cammi Granato told her brother such bonding was key in a short international tournament.,Positive
3694,HARARE (Reuters) - Zimbabwean President Robert Mugabeâs fate hung in the balance on Friday as he apparently resisted efforts to step down in the wake of an audacious seizure of power by the army  until this week a key pillar of his 37-year-rule.,Neutral
3695,A Super Bowl ad for Dodge Ram trucks using one of Martin Luther King Jr.'s last sermons  drew a backlash on social media and a rebuke from some of the civil rights leader's loved ones while winning support from others.,Neutral
3696,Harvey Weinstein  was kicked out of the Academy and banished from Hollywood  but  his  name was still prevalent at the first Oscars since  his  scandal broke.,Negative
3697,FILE PHOTO: House Minority Leader Nancy Pelosi (D-CA) speaks about tax reform during a press conference on Capitol Hill in Washington  U.S.  November 30  2017.  REUTERS/Joshua Roberts,Positive
3698,In September of 2015   Gerardo Serrano  was driving from  his  home in Kentucky to visit relatives in Mexico. When  he  stopped at the border in Texas  Customs and Border Patrol (CBP) officers searched  his  truck and found five bullets in the center console. While  Serrano  has a concealed carry permit   he  did not have any weapon in the vehicle.  He  had simply forgotten about the bullets  he âd left in the console.,Positive
3699,The point of  Patreon  isn't how many people earn a full-time living  it's how much of the money from art goes to artists,Positive
3700,Tennessee antifa mobilizing tomorrow to meet Nazis planning to protest the Women's March in Knoxville. https://t.co/WUs0kr7Px6 Here's video of  Corey Lemley  of @NashvilleARA telling me last October about the dangers anti-fascists face when confronting fascism and racism. pic.twitter.com/XA5oehXws0,Neutral
3701,The U.S. was among the final teams to get on the ice together as a group  save for many playing at the pre-Olympic Deutschland Cup in November. With just five practices to get up to speed with coach Tony Granato and each other  the group chat and a website to study various systems were essential to bonding and developing camaraderie. Hockey Hall of Famer Cammi Granato told her brother such bonding was key in a short international tournament.,Neutral
3702,Mary Lou McDonald  was elected the new leader of Sinn FÃ©in at a conference in Dublin on Saturday  in what represents a major shift for the left-wing Irish republican party.,Positive
3703,"Dorie Clark  is a marketing strategist and the author of ""Entrepreneurial You.""",Positive
3704,"And speaking of female characters  the film ""Molly's Game"" is based on the life of Olympic skier-turned-poker queen Molly Bloom.  Writer Aaron Sorkin  chose her story to make  his  directing debut.",Positive
